project,bugId,repairActions,repairPatterns,repairTools,files,methods,classes,linesAdd,linesRem,linesMod,sizeInLines,chunks,spreadAllLines,spreadCodeOnly,mdAdd,mdRem,mdRen,mdParAdd,mdParRem,mdRetTyChange,mdParTyChange,mdModChange,mdOverride,mcAdd,mcRem,mcRepl,mcParSwap,mcParAdd,mcParRem,mcParValChange,mcMove,objInstAdd,objInstRem,objInstMod,varAdd,varRem,varRepl,exTryCatchAdd,exTryCatchRem,exThrowsAdd,exThrowsRem,condExpRed,condExpExpand,condExpMod,condBranIfAdd,condBranIfElseAdd,condBranElseAdd,condBranCaseAdd,condBranRem,assignAdd,assignRem,assignExpChange,loopAdd,loopRem,loopCondChange,loopInitVector,loopInitChange,tyChange,tyModChange,tyObj2Met,tyAdd,typImpInterf,retExpChange,retBranchAdd,retRem,wrapsIf,wrapsIfElse,wrapsElse,wrapsTryCatch,wrapsMethod,wrapsLoop,unwrapIfElse,unwrapMethod,unwrapTryCatch,condBlockExcAdd,condBlockRetAdd,condBlockOthersAdd,condBlockRem,copyPaste,missNullCheckP,missNullCheckN,expLogicExpand,expLogicReduce,expLogicMod,expArithMod,initFix,codeMove,wrongVarRef,wrongMethodRef,singleLine,constChange,notClassified,blockRemove,fixAPI,wrongComp,missComp,others,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size10+,Observations,rtAcs,rtKali,rtDynaMoth,rtGenProg,rtDeepRepair,rtCardumen,rtssFix,rtHDRepair,rtElixir,rtJAID,rtGPFL,rtNopol
Math,25,3,1,1,1,1,1,3,0,0,3,2,2,0,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,X,,,,,,,,,,,
Math,26,2,2,0,1,1,1,0,0,2,2,2,27,21,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Math,27,2,3,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Math,28,2,1,7,1,1,1,4,0,0,4,4,33,23,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,X,X,X,X,X,,,,,X,X
Math,29,10,1,0,1,2,1,12,1,3,16,2,21,12,,,,,,,,,,x,x,,,,,,,,,,x,x,,,,,,,,,x,x,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,Changed a while loop to a for lor loop.,,,,,,,,,,,,
Math,30,1,1,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,X,,,X,,,
Math,31,10,3,0,1,1,1,1,21,12,34,4,23,17,,,,,,,,,,x,x,,,,,,,,x,,x,x,,,,,x,,,,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Math,32,2,3,6,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,X,X,,X,X,,,X,X,,
Math,33,2,2,5,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,x,A variable used in a method call is replaced by another one.,,,X,,,X,X,,X,,,X
Math,34,2,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,x,,,,,,,,,,x,A direct class attribute access was replaced by a method call that gives indirect access to the object.,,,,,,,,X,X,,,
Math,35,3,2,1,1,2,1,0,0,2,2,2,13,3,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,Similar to Math-34,X,,,,,,,,,,,
Math,36,4,2,0,1,2,1,12,0,0,12,4,49,17,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,"The change is almost the same in two different places. The only difference between changes is the use of the call ""doubleValue()"" in place of ""floatValue()"" in correspondent methods.",,,,,,,,,,,,
Math,37,4,3,0,1,2,1,12,0,2,14,4,46,11,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,"The changes are almost the same in two different places... same structure, but with variattions in the parameters/arguments.",,,,,,,,,,,,
Math,38,3,3,1,1,1,1,0,0,4,4,3,89,70,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,,,x,,,,,,x,,,,,,,,Removes Exception Thrown. The throws line is commented in code... maybe the change isn't a final one.,,,,,,,,,,,,X
Math,39,3,1,1,1,1,1,9,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,x,,,,,,,,,,,,,X
Math,40,3,2,7,1,1,1,6,0,2,8,2,2,1,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,,,X,X,X,X,X,,,,,X,X
Math,41,4,3,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,x,,,,,,,,,,,The changes were made only inside the for loop.,,,X,,,X,,,,,,X
Math,42,1,2,2,1,1,1,2,0,1,3,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,X,,,,,,,,,X
Math,43,1,1,0,1,1,1,0,0,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Math,44,5,1,4,1,1,1,6,1,0,7,3,62,39,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,The variable and assignment adding are part of the for loop.,,,X,,X,,,,,,X,X
Math,45,5,1,0,1,1,1,5,0,0,5,1,0,0,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
Math,46,2,2,2,1,1,1,0,0,2,2,2,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,"The removed if-else condition is in the form ""exp?a:b"".",,,X,,,X,,,,,,
Math,47,5,3,0,1,1,1,2,0,3,5,4,209,80,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,x,,,,,,,x,,,,,,,"The ""WrapWith"" condition is in the form ""exp?a:b"". The added variable is a class attribute.",,,,,,,,,,,,
Math,48,3,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Math,49,2,2,7,1,4,1,0,0,4,4,4,35,29,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,Changed the target of a iterator access.,,X,X,X,X,X,,,,,X,X
Math,50,3,1,11,1,1,1,0,4,0,4,1,0,0,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X
Math,51,7,1,0,1,1,1,9,0,0,9,3,4,1,,,,,,,,,,x,,,,,,,,x,,,x,,,,,x,,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,Adds an exception throw in default clause of switch-case.,,,,,,,,,,,,
Math,52,4,2,0,1,1,1,1,0,3,4,3,13,7,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,x,,,,,,,,New variable is added with its initialization.,,,,,,,,,,,,
Math,53,2,1,6,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,X,,X,X,,X,X,
Math,54,6,2,0,1,1,1,6,0,1,7,2,2046,1332,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,,x,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,
Math,55,7,3,0,1,1,1,17,0,1,18,5,14,0,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Math,56,4,1,2,1,1,1,0,6,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,,,,x,,,,,Replaces a wrong and more complex calculation by the correct and simpler one.,,,,,X,,,,,,X,
Math,57,1,1,6,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,Just changed the declared type of a primitive variable.,,,X,,X,X,X,,X,,,X
Math,58,4,2,6,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,Call overloaded method without one parameter.,,,X,,X,X,X,,X,,,X
Math,59,2,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,X,,,
Math,60,8,3,3,1,1,1,2,9,1,12,2,2,2,,,,,,,,,,x,,,,,,,,,,,,,,,x,,x,,,,x,x,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,x,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,Unwraps try-catch.,,,,X,X,X,,,,,,
Math,61,3,1,1,1,1,1,0,0,2,2,2,71,18,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,Replaces Exception Thrown. Changed the type of exception thrown. Changed the imported type.,X,,,,,,,,,,,
Math,62,11,1,1,1,1,1,0,1,3,4,2,13,9,,,,,,,,,,x,x,,,,,x,,,,,x,x,,,,,,,,,,x,,,x,x,x,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,x,,,,,,,,"Changes the way to compute ""optima[i]"", changing params for call to ""optimize"". Removed if-branch is in the form ""exp?a:b"".",,,,,,X,,,,,,
Math,63,3,2,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,X,X,,,X,,,
Math,64,16,7,1,1,1,1,19,5,3,27,13,180,131,,,,,,,,,,x,x,,,,,x,x,x,x,,x,,x,,,,,,,,x,,,,x,x,,x,x,,,x,,,,,,,,x,x,,,,,,,,,,,x,x,x,,,x,,,,x,,x,x,,,,,x,,x,,,,,,,,,,,,,,Moved instantiation of object of type VectorialPointValuePair to another place (lines ahead).,,,,,X,,,,,,,
Math,65,6,1,0,1,1,1,0,5,2,7,2,12,5,,,,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
Math,66,16,2,0,1,4,1,0,11,11,22,12,178,129,,x,,,x,,,,,x,x,,,,x,x,,,x,,x,x,,,,,x,,,x,,x,,,,x,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Math,67,2,2,0,1,2,1,0,0,2,2,2,4,2,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,A direct access to a vector was added in place of a value returned from a call to an object method. The change was similar in structure in two different places.,,,,,,,,,,,,
Math,68,8,3,0,1,1,1,10,0,2,12,9,253,160,,,,,,,,,,x,,,,,,,,x,x,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,x,x,,,x,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,New objects were instantiated. Objects instantiated before were removed too (line 419).,,,,,,,,,,,,
Math,69,2,2,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,x,,,,,,,,,,,Fix assignment operation.,,,X,,,X,,,,,,X
Math,70,3,2,7,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,Call overloaded method without one parameter.,,,,X,X,X,X,X,X,,X,
Math,71,2,1,4,2,2,2,7,0,0,7,2,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,Three lines equal lines are added in two different places. Just line 302 is different.,,,X,X,X,,,,,,X,
Math,72,1,1,0,1,1,1,0,0,2,2,2,11,7,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,x,,,,,,,,,,"Similar changes in two different places, the same melhod is targeted, the same argument is changed, only the new values applied are different.",,,,,,,,,,,,
Math,73,2,1,6,1,1,1,4,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,X,X,X,,,X,,X,X
Math,74,6,1,2,1,1,1,3,0,4,7,3,2,2,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,x,,,,,A vector/object was instantiated.The way to initialize values was changed.,,,,,X,X,,,,,,
Math,75,2,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,X,,,
Math,76,6,5,0,1,1,1,6,0,8,14,12,95,67,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,x,x,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,The structure of the changes are similar and applied in two different methods.,,,,,,,,,,,,
Math,77,7,1,1,2,2,2,0,9,1,10,2,0,0,,x,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,x,,"Fix a assignment. Removes a method (aparently, unrelated changes).",,,,,X,,,,,,,
Math,78,6,2,7,1,1,1,11,0,0,11,3,8,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,x,,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,X,X,X,X,X,,,,,X,X
Math,79,1,0,2,1,1,1,0,0,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,X,X,,,,,
Math,80,1,2,9,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,x,x,,,,,,,,,,,Fix expression in assignment (added parathesis).,,X,X,X,X,X,,,X,X,X,X
Math,81,4,2,6,1,3,1,1,0,3,4,3,938,643,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,x,,,,,x,,,,,,,,Fix/updates assignment to var upperSpectra.,,X,,X,X,X,,,,,X,X
Math,82,1,2,10,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,Changes operator in condition.,X,X,X,X,X,X,,X,X,X,X,
Math,83,3,2,0,1,2,1,0,0,3,3,3,51,34,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,"The added ""WrapWith"" uses ""exp?a:b"" format.",,,,,,,,,,,,
Math,84,6,1,5,1,1,1,9,0,0,9,3,30,15,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,X,,X,X,X,,,,,X,
Math,85,1,2,11,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,Changes operator in condition.,X,X,X,X,X,X,,X,X,X,X,X
Math,86,6,4,0,1,1,1,3,3,0,6,2,20,14,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,x,,,x,,,,,,,,,,,,,,,,x,,,,,,The condition to throw the exception is moved from one place to another.,,,,,,,,,,,,
Math,87,2,2,2,1,1,1,0,2,2,4,3,2,2,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,X,,,,,,,,,X
Math,88,8,2,3,1,1,1,5,6,0,11,4,7,5,,,,,,,,,,x,,,,,,,,x,,,x,,,,,,,,,,,x,,,x,x,x,,,x,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,X,,,X,,,,,,X
Math,89,3,1,1,1,1,1,4,0,0,4,2,1,1,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,X,,,,,,,,,,,
Math,90,2,0,1,1,2,1,3,0,0,3,2,11,0,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,Added a new overloaded method reusing part of the implementation of an existing one. The old method just call the new one.,X,,,,,,,,,,,
Math,91,3,2,0,1,1,1,0,0,2,2,1,0,0,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,x,,,,,,,,,,The value of a class attribute is accessed in place of a method to do the assignment.,,,,,,,,,,,,
Math,92,15,5,0,1,2,1,48,5,1,54,12,92,19,,,,,,,,,,x,x,,,,,x,,x,x,,x,,,,,x,x,,,,x,x,,,x,x,,x,x,,,,,,,,,,,x,,,,,,,,,,,x,x,x,x,,,,,,,x,,,,,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
Math,93,7,3,1,1,2,1,8,0,2,10,3,50,15,,,,,,,,,,x,,,,,,,,x,,,,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,x,,,X,,,,,,,,,,,
Math,94,1,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,X,,,,,
Math,95,2,2,4,1,1,1,2,0,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,X,,X,,X,,,,,X,
Math,96,2,3,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,Changes logical expression in assignment,,,,,,,,,,,,
Math,97,4,3,2,1,1,1,14,0,2,16,5,9,5,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,X,,,X,,,,,,
Math,98,1,3,1,2,2,2,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,,,,Changes dimension of two vectors.,,,,,X,,,,,,,
Math,99,3,1,1,1,2,1,8,0,0,8,2,171,68,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,Instantiates a vector object as part of the exception creation.,X,,,,,,,,,,,
Math,100,2,2,0,1,2,1,0,0,3,3,3,39,26,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,Apply the same replace of methods in three different places.,,,,,,,,,,,,
Math,101,2,2,2,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,X,,,X,,,,,,
Math,102,7,2,0,1,1,1,17,0,0,17,3,5,5,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
Math,103,3,3,0,1,1,1,10,0,0,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,
Math,104,1,3,2,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,X,,,X,,,
Math,105,2,2,4,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,X,,,X,,,,X,,X
Math,106,3,2,0,1,1,1,8,0,0,8,4,36,18,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,Only one variable is different between the two blocks of code in patch.,,,,,,,,,,,,
Mockito,1,6,1,0,1,1,1,11,0,1,12,1,0,0,,,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
